ind,text,suspicion.score,group,common
1759,it made me am horrid  and i'm the guy who liked there's something about mary and both american pie movies . oh  and booty call .,2,textfooler,FALSE
1760,like most movies about the pitfalls of bad behavior . . . circuit gets drawn into the party .,1,orig,FALSE
1761,it will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .,1,orig,FALSE
1762,the film may appear naked in its narrative form . . . but it goes deeper than that  to fundamental choices that include the complexity of the catholic doctrine,1,orig,FALSE
1763,a standard haunted house tale transplanted to the high seas .,1,orig,FALSE
1764,one of those rare films that seems as though it was written for no one  but somehow manages to convince almost everyone that it was put on the screen  just for them .,1,orig,FALSE
1765,a highly personal look at the effects of living a dysfunctionally privileged lifestyle  and by the end  we only wish we could have spent more time in its world .,1,orig,FALSE
1766,build some robots  haul 'em to the theatre with you for the late show  and put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year .,4,orig,FALSE
1767,craig bartlett and director tuck tucker should be comended for illustrating the merits of fighting hard for something that really matters .,1,pruthi,FALSE
1768,spielberg's first real masterpiece  it deserved all the hearts it won -- and wins stull  20 years later .,5,pruthi,FALSE
1769,i fund the movie as divided against itself as the dysfunctional family it portrays .,1,pruthi,FALSE
1770,argento  at only 26  bings a youthful  out-to-change-the-world aggressiveness to the project  as if she's cut open a vein and bled the raw film stock .,4,pruthi,FALSE
1771,equilibroum is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 .,5,pruthi,FALSE
1772,the one-liners are smappy  the situations volatile and the comic opportunities richly rewarded .,2,pruthi,FALSE
1773,if you are curious to see the darker side of what's going on with young tv actors ( dawson leery did what ? ! ? )  or see some interesting storytelling devices  you might want to check it out  but there's nkthing very attractive about this movie .,5,pruthi,FALSE
1774,a family film that contains some hefty thematic material on time  death  virginity  and what is required to live a rich and full life .,1,alzantot,FALSE
1775,as crafted by monsieur . schaeffer  christopher and grace are little more than collecting of quirky trait lifted from a screenwriter's described and cast at protagonists charged with the impossible task of making them jell .,4,alzantot,FALSE
1776,in my own very humble vista  in praise of love lacking even the most fragmented enchanting i have found in almost all of his previous works .,2,alzantot,FALSE
1777,i'm not suggesting that you actually see it  except you're the kind of person who has seen every wim wenders film of the '70s .,1,alzantot,FALSE
1778,another trumpet explodes that there may be a new mexican cinema a-bornin' .,5,alzantot,FALSE
1779,love a documentary version of combats club  shorn of social premonition  intellectual pretension and cinematic attention .,1,alzantot,FALSE
1780,the film's darker moments become paved over by an overwhelming need to tender exhilarating tidings  specially in the last few cloying moments .,2,alzantot,FALSE
1781,guaranteed to relocating anyone who ever shook  rattled  or laminate .,5,textfooler,FALSE
1782,it's so free of joy and energy it makes even jason x . . . look positively shakesperean by comparison .,1,textfooler,FALSE
1783,all the well-meaningness in the world can't erase the fact that the believer feels adore a 12-step program for the jewish nazi .,1,textfooler,FALSE
1784,it's so suitable that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,2,textfooler,FALSE
1785,an loud  violent movie with a momentum that never lets up .,2,textfooler,FALSE
1786,the seeks to build up a pressure cooker of awed awe emerges from the simple fact that the movie has virtually nothing to show .,5,textfooler,FALSE
1787,return to never land is much more p . c . than the original version ( no more racist portraits of indians  for instance )  but the excitement is scarcity .,2,textfooler,FALSE
1788,screenwriter dan schneider and director shawn levy ish volume and primary colors for humor and bite .,5,bae,FALSE
1789,a broadly played  s comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .,2,bae,FALSE
1790,the santa relli 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down .,1,bae,FALSE
1791,kids don't mind ucking movies as much as adults  provided there's lots of cute animals and clumsy people . 'snow dogs' has both .,3,bae,FALSE
1792,left me with the visceral sensation of longing  uminous traces of charlotte's web of desire and desperation .,4,bae,FALSE
1793,the movie ever makes mark  with its unbelievable naïveté and arbitrary flashbacks .,2,bae,FALSE
1794,they kept much of the plot but had the stuff that would make this a moving experience for people who haven't read the book .,1,bae,FALSE
1795,pummeled the austin powers films at their own game  this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness .,2,alzantot,FALSE
1796,the story line may be 127 years old  but el crimen del padre amaro . . . couldn't get more timely in its despairing vision of corruption within the catholic establishment .,2,textfooler,FALSE
1797,craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .,1,orig,FALSE
1798,spielberg's first real masterpiece  it deserved all the hearts it won -- and wins still  20 years later .,1,orig,FALSE
1799,i found the movie as divided against itself as the dysfunctional family it portrays .,1,orig,FALSE
1800,argento  at only 26  brings a youthful  out-to-change-the-world aggressiveness to the project  as if she's cut open a vein and bled the raw film stock .,2,orig,FALSE
1801,equilibrium is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 .,2,orig,FALSE
1802,the one-liners are snappy  the situations volatile and the comic opportunities richly rewarded .,1,orig,FALSE
1803,if you are curious to see the darker side of what's going on with young tv actors ( dawson leery did what ? ! ? )  or see some interesting storytelling devices  you might want to check it out  but there's nothing very attractive about this movie .,5,orig,FALSE
1804,a faily film that contains some hefty thematic material on time  death  eternity  and what is needed to live a rich and full life .,4,pruthi,FALSE
1805,as conceived by mr . schaeffer  christopher and grace are lirtle more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .,2,pruthi,FALSE
1806,in my own very humble opinion  in praise of love lacos even the most fragmented charms i have found in almost all of his previous works .,3,pruthi,FALSE
1807,i'm not suggesting that you actually see it  ubless you're the kind of person who has seen every wim wenders film of the '70s .,1,pruthi,FALSE
1808,another trumpet blat that there may be a new mexican cinema a-bornin' .,1,pruthi,FALSE
1809,like a documentary version of fight club  sjorn of social insight  intellectual pretension and cinematic interest .,5,pruthi,FALSE
1810,the film's darker moments become soothed over by an overwhelming need to tender inspirational tidings  especially in the last few cloying moments .,3,pruthi,FALSE
1811,warranty to move anyone who ever shook  rattled  or rolled .,4,alzantot,FALSE
1812,it's so devoid of joy and energy it makes yet jason x . . . listens favorably shakesperean by comparing .,4,alzantot,FALSE
1813,all the well-meaningness in the world can't eliminating the fact that the believer feels like a 12-step program for the jewish nazi .,1,alzantot,FALSE
1814,it's so best that you can hardly see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable usa remake .,4,alzantot,FALSE
1815,an active  harsh movie with a momentum that never lets up .,1,alzantot,FALSE
1816,the strive to build up a pressure cooker of amazed awe emerges from the simple fact that the movie has nearly nothing to show .,2,alzantot,FALSE
1817,return to never land is much more p . c . than the initially version ( no more racism portraits of indians  for cases )  but the exhilaration is faded .,4,alzantot,FALSE
1818,screenwriter dan schneider and director shawn levy supplant volume and primary colors for humor and bite .,2,textfooler,FALSE
1819,a broadly played  lowbrow comedy in which the cast delivers somewhat amusing performances and no farm animals were injured by any of the gags .,3,textfooler,FALSE
1820,the santa articles 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down .,4,textfooler,FALSE
1821,kids don't mind crappy movies as much as adults  provided there's lots of cute animals and troublesome people . 'snow dogs' has both .,1,textfooler,FALSE
1822,left me with the visceral sensation of longing  incessant traces of charlotte's web of desire and desperation .,3,textfooler,FALSE
1823,the movie miraculously makes sense  with its unbelievable naïveté  and arbitrary flashbacks .,4,textfooler,FALSE
1824,they kept much of the plot but landed the stuff that would make this a moving experience for people who haven't read the book .,2,textfooler,FALSE
1825,boasts eye-catching art direction but has a forcefully quirky tone that quickly has out its limited welcome .,4,bae,FALSE
1826,it puts washington  as honest working man john q . archibald  on a pedestal  then ivers lifting the pedestal higher .,4,bae,FALSE
1827,i whole-heartedly recommend that everyone miring this movie-- for its historical significance alone .,4,bae,FALSE
1828,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary dges the most unexpected material and handles it in the most unexpected er .,3,bae,FALSE
1829,despite its title  punch-drunk love is fully heavy-handed . the jabs it employs are short  carefully placed and dead-center .,5,bae,FALSE
1830,it is thical not to be especially grateful for freedom after a film like this .,4,bae,FALSE
1831,everything's serious  poetic  earnest and -- sadly -- believable .,2,bae,FALSE
1832,it uses an old-time formula  it's not terribly original and it's enough messy -- but you just have to love the big  stupid  glad movie my big fat greek wedding .,4,alzantot,FALSE
1833,preaches to two completely different choirs at the same time  which is a pretty incredible realisation .,4,textfooler,FALSE
1834,a family film that contains some hefty thematic material on time  death  eternity  and what is needed to live a rich and full life .,2,orig,FALSE
1835,as conceived by mr . schaeffer  christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .,4,orig,FALSE
1836,in my own very humble opinion  in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .,2,orig,FALSE
1837,i'm not suggesting that you actually see it  unless you're the kind of person who has seen every wim wenders film of the '70s .,1,orig,FALSE
1838,another trumpet blast that there may be a new mexican cinema a-bornin' .,4,orig,FALSE
1839,like a documentary version of fight club  shorn of social insight  intellectual pretension and cinematic interest .,3,orig,FALSE
1840,the film's darker moments become smoothed over by an overwhelming need to tender inspirational tidings  especially in the last few cloying moments .,2,orig,FALSE
1841,guwranteed to move anyone who ever shook  rattled  or rolled .,5,pruthi,FALSE
1842,it's so deviod of joy and energy it makes even jason x . . . look positively shakesperean by comparison .,1,pruthi,FALSE
1843,all the well-meaningness in the world can't erase the fact that the believer feels lije a 12-step program for the jewish nazi .,1,pruthi,FALSE
1844,it's so goid that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,1,pruthi,FALSE
1845,an ebergetic  violent movie with a momentum that never lets up .,5,pruthi,FALSE
1846,the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually noting to show .,2,pruthi,FALSE
1847,return to never land is much more p . c . than the original version ( no more racist portraits of indians  for instance )  but the excitement is mixssing .,1,pruthi,FALSE
1848,noir dan schneider and director shawn levy substitute volume and elemental colors for hilarious and bite .,4,alzantot,FALSE
1849,a broadly accomplished  lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .,2,alzantot,FALSE
1850,the santa clause 2 is a barely adequate babysitter for older kids  but i've get to give it thumbs down .,4,alzantot,FALSE
1851,kids don't mind crap movies as much as adults  provided there's lots of cute animals and clumsy people . 'snow dogs' has both .,2,alzantot,FALSE
1852,left me with the visceral sensation of homesickness  permanent traces of charlotte's web of desire and hopelessness .,2,alzantot,FALSE
1853,the filmmaking scarcely makes sensation  with its astonishing naïveté and wanton keepsakes .,4,alzantot,FALSE
1854,they retained much of the intrigue but threw the stuff that should make this a moving experience for people who haven't read the book .,2,alzantot,FALSE
1855,boasts eye-catching art direction but has a forcefully quirky tone that quickly porte out its limited welcome .,1,textfooler,FALSE
1856,it puts washington  as honest working man john q . archibald  on a pedestal  then possesses lifting the pedestal higher .,4,textfooler,FALSE
1857,i whole-heartedly recommend that everyone worm this movie-- for its historical significance alone .,4,textfooler,FALSE
1858,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary takes the most unexpected material and handles it in the most unexpected routed .,5,textfooler,FALSE
1859,despite its title  punch-drunk love is never heavy-handed . the jabs it employs are short  cautiously placed and dead-center .,4,textfooler,FALSE
1860,it is tricky not to be especially grateful for freedom after a film like this .,2,textfooler,FALSE
1861,everything's serious  poetic  earnest and -- sadly -- ghoulish .,1,textfooler,FALSE
1862,the tone shifts ibly from tense to celebratory to soppy .,1,bae,FALSE
1863,one key iator with these ardently christian storylines is that there is never any question of how things will turn out .,5,bae,FALSE
1864,there's no conversion effort  much of the writing is genuinely mulating and both stars are appealing enough to probably have a good shot at a hollywood career  if they want one .,4,bae,FALSE
1865,if routine action and jokes like this are your cup of tea  then pay your $8 and are ready for the big shear . this is one baaaaaaaaad movie .,5,bae,FALSE
1866,a strong first quarter  slightly less so second quarter  and thy second half .,4,bae,FALSE
1867,rodriguez . . . was ne to reproduce the special spark between the characters that made the first film such a delight .,1,bae,FALSE
1868,best cribed as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,4,bae,FALSE
1869,an inelegant combo of two unconnected undies that falls far short of the director's earlier works in terms of both thematic content and storytelling vigour .,1,alzantot,FALSE
1870,indicate mainly that south korean filmmaking can make undemanding action movies with all the alacrity of their hollywood counterparts .,1,textfooler,FALSE
1871,guaranteed to move anyone who ever shook  rattled  or rolled .,2,orig,FALSE
1872,it's so devoid of joy and energy it makes even jason x . . . look positively shakesperean by comparison .,2,orig,FALSE
1873,all the well-meaningness in the world can't erase the fact that the believer feels like a 12-step program for the jewish nazi .,1,orig,FALSE
1874,it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,1,orig,FALSE
1875,an energetic  violent movie with a momentum that never lets up .,1,orig,FALSE
1876,the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .,1,orig,FALSE
1877,return to never land is much more p . c . than the original version ( no more racist portraits of indians  for instance )  but the excitement is missing .,4,orig,FALSE
1878,screenwriter dan schneider and director shawn levy sunstitute volume and primary colors for humor and bite .,5,pruthi,FALSE
1879,a broadly played  lowrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .,2,pruthi,FALSE
1880,the santa clzuse 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down .,4,pruthi,FALSE
1881,kids don't mind cWrappy movies as much as adults  provided there's lots of cute animals and clumsy people . 'snow dogs' has both .,4,pruthi,FALSE
1882,left me with the visceral sensation of longing  laeting traces of charlotte's web of desire and desperation .,2,pruthi,FALSE
1883,the movie baerly makes sense  with its unbelievable naïveté and arbitrary flashbacks .,2,pruthi,FALSE
1884,they kept much of the plot but jwttisoned the stuff that would make this a moving experience for people who haven't read the book .,2,pruthi,FALSE
1885,boasts eye-catching art direction but has a powerfully quirky tone that swiftly wears out its restrained salutes .,2,alzantot,FALSE
1886,it evokes washington  as honest working man john q . archibald  on a pedestal  then keeps lifting the pedestal higher .,2,alzantot,FALSE
1887,i whole-heartedly recommend that everyone see this movie-- for its historical significance only .,1,alzantot,FALSE
1888,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary takes the most unexpected material and handfuls it in the most unexpected way .,2,alzantot,FALSE
1889,despite its title  punch-drunk love is never heavy-handed . the jabs it employs are shorted  carefully placed and dead-center .,1,alzantot,FALSE
1890,it is hard not to be especially glad for liberties after a movie like this .,1,alzantot,FALSE
1891,everything's serious  poetic  earnest and -- sadly -- pesky .,2,alzantot,FALSE
1892,the tone shifts strikingly from tense to celebratory to soppy .,1,textfooler,FALSE
1893,one key issue with these ardently christian storylines is that there is never any question of how things will turn out .,2,textfooler,FALSE
1894,there's no conversion effort  much of the writing is genuinely psychiatric and both stars are appealing enough to probably have a good shot at a hollywood career  if they want one .,4,textfooler,FALSE
1895,if everyday action and jokes like this are your cup of tea  then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .,5,textfooler,FALSE
1896,a strong first quarter  slightly less so second quarter  and milieu second half .,2,textfooler,FALSE
1897,rodriguez . . . was able to reproduce the special spark between the characters that made the first film such a delight .,2,textfooler,FALSE
1898,best adored as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,1,textfooler,FALSE
1899,a umbling and well-contructed black comedy where the old adage  be careful what you wish for  is given a full workout .,5,bae,FALSE
1900,the title trapped turns out to be a right fair description of how you feel while you're watching this ultra-manipulative thriller .,1,bae,FALSE
1901,pascale bailly's rom-com provides Amélie's audrey tautou with another fabuleux destin -- i . e .  a ful spiritual quest .,5,bae,FALSE
1902,fresnadillo has something serious to say about the ities in which extravagant chance can distort our view and throw us off the path of good sense .,5,bae,FALSE
1903,the man . . . remains far more interesting than the man at hand .,2,bae,FALSE
1904,an ntly garish showcase that diverges from anything remotely probing or penetrating .,2,bae,FALSE
1905,the film  like jimmy's routines  z use a few good laughs .,4,bae,FALSE
1906,the piano teacher is the kind of cinema that prevents american audiences from ever wanting to see another foreign film .,2,alzantot,FALSE
1907,a nutshell of advice to the makers of the singles ward : celebrity cameos do not automatically gamble laughs . and neither do cliches  no matter how 'inside' they are .,1,textfooler,FALSE
1908,screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite .,4,orig,FALSE
1909,a broadly played  lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .,2,orig,FALSE
1910,the santa clause 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down .,4,orig,FALSE
1911,kids don't mind crappy movies as much as adults  provided there's lots of cute animals and clumsy people . 'snow dogs' has both .,4,orig,FALSE
1912,left me with the visceral sensation of longing  lasting traces of charlotte's web of desire and desperation .,4,orig,FALSE
1913,the movie barely makes sense  with its unbelievable naïveté and arbitrary flashbacks .,2,orig,FALSE
1914,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book .,2,orig,FALSE
1915,boasts eye-catching art direction but has a forcefully quirky tone that quickly weras out its limited welcome .,4,pruthi,FALSE
1916,it puts washington  as honest working man john q . archibald  on a pedestal  then keeps lifting the pecestal higher .,1,pruthi,FALSE
1917,i whole-heartedly recommend that everyone see this movie-- for its historical significance apone .,5,pruthi,FALSE
1918,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary takes the most unexpected material and handoes it in the most unexpected way .,1,pruthi,FALSE
1919,despite its title  punch-drunk love is never heavy-handed . the jabs it employs are short  carefully placed and dead-cfnter .,5,pruthi,FALSE
1920,it is hagrd not to be especially grateful for freedom after a film like this .,4,pruthi,FALSE
1921,everything's serious  poetic  earnest and -- sadly -- duol .,5,pruthi,FALSE
1922,the tone shifts brutally from taut to celebratory to soppy .,2,alzantot,FALSE
1923,one key question with these ardently christian storylines is that there is never any question of how things will turn out .,1,alzantot,FALSE
1924,there's no transforming effort  much of the writing is actually spiritual and both stars are tempting enough to probably have a good shot at a hollywood quarry  if they want one .,5,alzantot,FALSE
1925,if everyday action and jokes like this are your cup of tea  then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .,5,alzantot,FALSE
1926,a strong first quarter  slightly less so second quarter  and medium second half .,4,alzantot,FALSE
1927,rodriguez . . . was impossible to replicate the extraordinaire spark between the characters that made the first film such a pleasure .,2,alzantot,FALSE
1928,best adored as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,1,alzantot,FALSE
1929,a funny and well-contructed black pretension where the old adage  be careful what you wish for  is given a full workout .,4,textfooler,FALSE
1930,the titled trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-manipulative thriller .,4,textfooler,FALSE
1931,pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e .  a trite spiritual quest .,5,textfooler,FALSE
1932,fresnadillo has something serious to say about the boulevards in which extravagant chance can distort our perspective and throw us off the path of good sense .,2,textfooler,FALSE
1933,the locale . . . remains far more interesting than the fairytales at hand .,1,textfooler,FALSE
1934,an breathlessly garish showcase that diverges from anything remotely probing or penetrating .,2,textfooler,FALSE
1935,the film  like jimmy's routines  could uso a few good laughs .,5,textfooler,FALSE
1936,spectators will indeed sit own before the screen  not screaming but yawning .,2,bae,FALSE
1937,munch's genuine insight makes the film's occasional overindulgence lous .,1,bae,FALSE
1938,the most vocative adaptation of a classic text since roland joffé and demi moore's the scarlet letter .,2,bae,FALSE
1939,peculative science fiction for grown-ups  with only a few false steps along the way .,1,bae,FALSE
1940,chamber of secrets will find a lot of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm  this is the opposite of a truly magical movie .,1,bae,FALSE
1941,spinning a web of dazzling entertainment may be ducing it  but  spider-man  certainly bbled the goods .,4,bae,FALSE
1942,although sensitive to a fault  it's often ggy  with a surfeit of weighty revelations  flowery dialogue  and nostalgia for the past and roads not taken .,2,bae,FALSE
1943,the film is a puzzling melange of tones and styles  one moment a romantic trifle and the next a turgid drama .,2,alzantot,FALSE
1944,it will mirth newcomers to the story and those who know it from bygone days .,2,textfooler,FALSE
1945,boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .,2,orig,FALSE
1946,it puts washington  as honest working man john q . archibald  on a pedestal  then keeps lifting the pedestal higher .,4,orig,FALSE
1947,i whole-heartedly recommend that everyone see this movie-- for its historical significance alone .,4,orig,FALSE
1948,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary takes the most unexpected material and handles it in the most unexpected way .,4,orig,FALSE
1949,despite its title  punch-drunk love is never heavy-handed . the jabs it employs are short  carefully placed and dead-center .,2,orig,FALSE
1950,it is hard not to be especially grateful for freedom after a film like this .,3,orig,FALSE
1951,everything's serious  poetic  earnest and -- sadly -- dull .,4,orig,FALSE
1952,the tone shifts abuptly from tense to celebratory to soppy .,2,pruthi,FALSE
1953,one key problMem with these ardently christian storylines is that there is never any question of how things will turn out .,2,pruthi,FALSE
1954,there's no conversion effort  much of the writing is genuinely wutty and both stars are appealing enough to probably have a good shot at a hollywood career  if they want one .,1,pruthi,FALSE
1955,if rojtine action and jokes like this are your cup of tea  then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .,5,pruthi,FALSE
1956,a strong first quarter  slightly less so second quarter  and averave second half .,5,pruthi,FALSE
1957,rodriguez . . . was ujable to reproduce the special spark between the characters that made the first film such a delight .,4,pruthi,FALSE
1958,best enjoyed as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do btter elsewhere .,2,pruthi,FALSE
1959,a comical and well-contructed black parody where the old adage  be careful what you wish for  is conferred a full workout .,4,alzantot,FALSE
1960,the title trapped turns out to be a pretty fair portrayal of how you feel while you're watching this ultra-manipulative thriller .,2,alzantot,FALSE
1961,pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e .  a trite spiritual quest .,5,alzantot,FALSE
1962,fresnadillo has nothing serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,3,alzantot,FALSE
1963,the locale . . . remains far more enthralling than the story at hand .,2,alzantot,FALSE
1964,an comically garish showcase that diverges from anything remotely probing or penetrating .,1,alzantot,FALSE
1965,the film  like jimmy's routines  did use a few good laughs .,2,alzantot,FALSE
1966,spectators will indeed sit open-mouthed before the screening  not screaming but yawning .,1,textfooler,FALSE
1967,munch's genuine foreboding makes the film's occasional overindulgence salvageable .,1,textfooler,FALSE
1968,the most outrageous adaptation of a classic text since roland joffé and demi moore's the scarlet letter .,1,textfooler,FALSE
1969,cancerous science fiction for grown-ups  with only a few false steps along the way .,3,textfooler,FALSE
1970,chamber of secrets will find millions of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm  this is the contrary of a truly magical movie .,2,textfooler,FALSE
1971,spinning a web of dazzling amusement may be overstating it  but  spider-man  certainly donne the goods .,2,textfooler,FALSE
1972,although sensitive to a malfunctions  it's often overwritten  with a surfeit of weighty revelations  flowery deliberation  and nostalgia for the past and roads not taken .,2,textfooler,FALSE
1973,an ning speculation on democracy in a culture unaccustomed to it .,1,bae,FALSE
1974,koury frighteningly and honestly l one teenager's uncomfortable class resentment and  in turn  his self-inflicted retaliation .,2,bae,FALSE
1975,for all the complications  it's all surprisingly able .,2,bae,FALSE
1976,eal as it shows excess in business and pleasure  allowing us to find the small  human moments  and leaving off with a grand whimper .,2,bae,FALSE
1977,a static and sugary little stown hour after school special about interfaith understanding stretched out to 90 minutes,2,bae,FALSE
1978,ce more impressionistic cinematography and exhilarating point-of-view shots and que slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism .,1,bae,FALSE
1979,for those of us who respond more strongly to storytelling than computer-generated effects  the new star wars installment hasn't ddled the rut dug by the last one .,2,bae,FALSE
1980,the film reminds me of a vastly improved germanic version of my big fat greek wedding -- with better characters  some genuine quirkiness and at least a measure of style . the difference is that i frankly enjoyed most of mostly martha while i ne,1,alzantot,FALSE
1981,as a tolerable diversion  the film suffices ; a success  however  it is not .,2,textfooler,FALSE
1982,the tone shifts abruptly from tense to celebratory to soppy .,2,orig,FALSE
1983,one key problem with these ardently christian storylines is that there is never any question of how things will turn out .,1,orig,FALSE
1984,there's no conversion effort  much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career  if they want one .,3,orig,FALSE
1985,if routine action and jokes like this are your cup of tea  then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .,3,orig,FALSE
1986,a strong first quarter  slightly less so second quarter  and average second half .,1,orig,FALSE
1987,rodriguez . . . was unable to reproduce the special spark between the characters that made the first film such a delight .,2,orig,FALSE
1988,best enjoyed as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,3,orig,FALSE
1989,a fumny and well-contructed black comedy where the old adage  be careful what you wish for  is given a full workout .,2,pruthi,FALSE
1990,the title trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-maniplative thriller .,1,pruthi,FALSE
1991,pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e .  a baal spiritual quest .,4,pruthi,FALSE
1992,fresnadillo has something sedious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,2,pruthi,FALSE
1993,the locale . . . remains far more interesting than the stody at hand .,2,pruthi,FALSE
1994,an aakwardly garish showcase that diverges from anything remotely probing or penetrating .,2,pruthi,FALSE
1995,the film  like jimmy's routines  couSld use a few good laughs .,4,pruthi,FALSE
1996,spectators will truly sit open-mouthed before the screen  not screaming but yawning .,1,alzantot,FALSE
1997,munch's genuine premonition makes the film's occasional overindulgence forgivable .,2,alzantot,FALSE
1998,the most sickening adjusting of a classic texts after roland joffé and demi moore's the scarlet letter .,2,alzantot,FALSE
1999,brainy science fiction for grown-ups  with only a few false steps along the way .,2,alzantot,FALSE
2000,chamber of secrets will find millions of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm  this is the contrast of a truly magical movie .,3,alzantot,FALSE
2001,spinning a web of staggering distraction may be overstating it  but  spider-man  undoubtedly offer the merchandise .,4,alzantot,FALSE
2002,but sensitive to a culpa  it's often overwritten  with a plethora of weighty revelations  flowery conversations  and nostalgia for the past and roads not taken .,2,alzantot,FALSE
2003,an dopey speculation on democracy in a culture unaccustomed to it .,3,textfooler,FALSE
2004,koury frighteningly and honestly indicate one teenager's uncomfortable class resentment and  in turn  his self-inflicted retaliation .,1,textfooler,FALSE
2005,for all the complications  it's all surprisingly foresight .,3,textfooler,FALSE
2006,captivates as it shows excess in business and pleasure  authorise us to find the small  human moments  and leaving off with a grand whimper .,1,textfooler,FALSE
2007,a static and sugary little middle hour after school special about interfaith understanding stretched out to 90 minutes,1,textfooler,FALSE
2008,shall more impressionistic cinematographer and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism .,3,textfooler,FALSE
2009,for those of us who respond more strongly to storytelling than computer-generated effects  the new star wars installment hasn't fled the rut dug by the last one .,2,textfooler,FALSE
2010,much of the movie's charm lies in the less cuteness of stuart and margolo their computer animated faces are very ggy,2,bae,FALSE
2011,in the action  the script carries arnold ( and the viewers ) into the forbidden zone of sympathizing with terrorist motivations by presenting the  other side of the story .,1,bae,FALSE
2012,essentially  fatal attraction  remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets real  not scarier  as it goes along . . .,2,bae,FALSE
2013,it's a hoot dam the rock chomp on jumbo ants  pull an arrow out of his back  and leap unscathed through raging fire !,2,bae,FALSE
2014,baby-faced renner is eerily fied as this bland blank of a man with unimaginable demons within .,2,bae,FALSE
2015,exposing the ways we fool ourselves is one hour photo's real dition .,1,bae,FALSE
2016,there's the plot  and a maddeningly insistent and mber piano score that made me want to scream .,2,bae,FALSE
2017,nicks refuses to let slackers be regarded as just another teen movie  which means he can be forgiven for frequently pandering to fans of the gross-out comedy .,1,alzantot,FALSE
