ind,Input.text,Answer.judgement.label,Answer.judgement.score,group,multi_annotation
1960,spielberg's first real masterpiece  it deserved all the hearts it won -- and wins stull  20 years later .,Very confident that it is altered by a computer,5,pruthi,FALSE
1961,i fund the movie as divided against itself as the dysfunctional family it portrays .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
1962,argento  at only 26  bings a youthful  out-to-change-the-world aggressiveness to the project  as if she's cut open a vein and bled the raw film stock .,Probably altered by a computer,4,pruthi,FALSE
1963,equilibroum is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 .,Very confident that it is altered by a computer,5,pruthi,FALSE
1964,the one-liners are smappy  the situations volatile and the comic opportunities richly rewarded .,Probably written by a human with no computer alteration,2,pruthi,FALSE
1965,if you are curious to see the darker side of what's going on with young tv actors ( dawson leery did what ? ! ? )  or see some interesting storytelling devices  you might want to check it out  but there's nkthing very attractive about this movie .,Very confident that it is altered by a computer,5,pruthi,FALSE
1966,a family film that contains some hefty thematic material on time  death  virginity  and what is required to live a rich and full life .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
1967,as crafted by monsieur . schaeffer  christopher and grace are little more than collecting of quirky trait lifted from a screenwriter's described and cast at protagonists charged with the impossible task of making them jell .,Probably altered by a computer,4,alzantot,FALSE
1968,in my own very humble vista  in praise of love lacking even the most fragmented enchanting i have found in almost all of his previous works .,Probably written by a human with no computer alteration,2,alzantot,FALSE
1969,i'm not suggesting that you actually see it  except you're the kind of person who has seen every wim wenders film of the '70s .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
1970,another trumpet explodes that there may be a new mexican cinema a-bornin' .,Very confident that it is altered by a computer,5,alzantot,FALSE
1971,love a documentary version of combats club  shorn of social premonition  intellectual pretension and cinematic attention .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
1972,the film's darker moments become paved over by an overwhelming need to tender exhilarating tidings  specially in the last few cloying moments .,Probably written by a human with no computer alteration,2,alzantot,FALSE
1973,guaranteed to relocating anyone who ever shook  rattled  or laminate .,Very confident that it is altered by a computer,5,textfooler,FALSE
1974,it's so free of joy and energy it makes even jason x . . . look positively shakesperean by comparison .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
1975,all the well-meaningness in the world can't erase the fact that the believer feels adore a 12-step program for the jewish nazi .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
1976,it's so suitable that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,Probably written by a human with no computer alteration,2,textfooler,FALSE
1977,an loud  violent movie with a momentum that never lets up .,Probably written by a human with no computer alteration,2,textfooler,FALSE
1978,the seeks to build up a pressure cooker of awed awe emerges from the simple fact that the movie has virtually nothing to show .,Very confident that it is altered by a computer,5,textfooler,FALSE
1979,return to never land is much more p . c . than the original version ( no more racist portraits of indians  for instance )  but the excitement is scarcity .,Probably written by a human with no computer alteration,2,textfooler,FALSE
1980,screenwriter dan schneider and director shawn levy ish volume and primary colors for humor and bite .,Very confident that it is altered by a computer,5,bae,FALSE
1981,a broadly played  s comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .,Probably written by a human with no computer alteration,2,bae,FALSE
1982,the santa relli 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down .,Very confident that written by a human with no computer alteration,1,bae,FALSE
1983,kids don't mind ucking movies as much as adults  provided there's lots of cute animals and clumsy people . 'snow dogs' has both .,Uncertain whether original or altered by a computer,3,bae,FALSE
1984,left me with the visceral sensation of longing  uminous traces of charlotte's web of desire and desperation .,Probably altered by a computer,4,bae,FALSE
1985,the movie ever makes mark  with its unbelievable naïveté and arbitrary flashbacks .,Probably written by a human with no computer alteration,2,bae,FALSE
1986,they kept much of the plot but had the stuff that would make this a moving experience for people who haven't read the book .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2000,pummeled the austin powers films at their own game  this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2001,the story line may be 127 years old  but el crimen del padre amaro . . . couldn't get more timely in its despairing vision of corruption within the catholic establishment .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2002,craig bartlett and director tuck tucker should be commended for illustrating the merits of fighting hard for something that really matters .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2003,spielberg's first real masterpiece  it deserved all the hearts it won -- and wins still  20 years later .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2004,i found the movie as divided against itself as the dysfunctional family it portrays .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2005,argento  at only 26  brings a youthful  out-to-change-the-world aggressiveness to the project  as if she's cut open a vein and bled the raw film stock .,Probably written by a human with no computer alteration,2,orig,FALSE
2006,equilibrium is what george orwell might have imagined had today's mood-altering drug therapy been envisioned by chemists in 1949 .,Probably written by a human with no computer alteration,2,orig,FALSE
2007,the one-liners are snappy  the situations volatile and the comic opportunities richly rewarded .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2008,if you are curious to see the darker side of what's going on with young tv actors ( dawson leery did what ? ! ? )  or see some interesting storytelling devices  you might want to check it out  but there's nothing very attractive about this movie .,Very confident that it is altered by a computer,5,orig,FALSE
2009,a faily film that contains some hefty thematic material on time  death  eternity  and what is needed to live a rich and full life .,Probably altered by a computer,4,pruthi,FALSE
2010,as conceived by mr . schaeffer  christopher and grace are lirtle more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2011,in my own very humble opinion  in praise of love lacos even the most fragmented charms i have found in almost all of his previous works .,Uncertain whether original or altered by a computer,3,pruthi,FALSE
2012,i'm not suggesting that you actually see it  ubless you're the kind of person who has seen every wim wenders film of the '70s .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2013,another trumpet blat that there may be a new mexican cinema a-bornin' .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2014,like a documentary version of fight club  sjorn of social insight  intellectual pretension and cinematic interest .,Very confident that it is altered by a computer,5,pruthi,FALSE
2015,the film's darker moments become soothed over by an overwhelming need to tender inspirational tidings  especially in the last few cloying moments .,Uncertain whether original or altered by a computer,3,pruthi,FALSE
2016,warranty to move anyone who ever shook  rattled  or rolled .,Probably altered by a computer,4,alzantot,FALSE
2017,it's so devoid of joy and energy it makes yet jason x . . . listens favorably shakesperean by comparing .,Probably altered by a computer,4,alzantot,FALSE
2018,all the well-meaningness in the world can't eliminating the fact that the believer feels like a 12-step program for the jewish nazi .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2019,it's so best that you can hardly see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable usa remake .,Probably altered by a computer,4,alzantot,FALSE
2020,an active  harsh movie with a momentum that never lets up .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2021,the strive to build up a pressure cooker of amazed awe emerges from the simple fact that the movie has nearly nothing to show .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2022,return to never land is much more p . c . than the initially version ( no more racism portraits of indians  for cases )  but the exhilaration is faded .,Probably altered by a computer,4,alzantot,FALSE
2023,screenwriter dan schneider and director shawn levy supplant volume and primary colors for humor and bite .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2024,a broadly played  lowbrow comedy in which the cast delivers somewhat amusing performances and no farm animals were injured by any of the gags .,Uncertain whether original or altered by a computer,3,textfooler,FALSE
2025,the santa articles 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down .,Probably altered by a computer,4,textfooler,FALSE
2026,kids don't mind crappy movies as much as adults  provided there's lots of cute animals and troublesome people . 'snow dogs' has both .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2027,left me with the visceral sensation of longing  incessant traces of charlotte's web of desire and desperation .,Uncertain whether original or altered by a computer,3,textfooler,FALSE
2028,the movie miraculously makes sense  with its unbelievable naïveté  and arbitrary flashbacks .,Probably altered by a computer,4,textfooler,FALSE
2029,they kept much of the plot but landed the stuff that would make this a moving experience for people who haven't read the book .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2030,boasts eye-catching art direction but has a forcefully quirky tone that quickly has out its limited welcome .,Probably altered by a computer,4,bae,FALSE
2031,it puts washington  as honest working man john q . archibald  on a pedestal  then ivers lifting the pedestal higher .,Probably altered by a computer,4,bae,FALSE
2032,i whole-heartedly recommend that everyone miring this movie-- for its historical significance alone .,Probably altered by a computer,4,bae,FALSE
2033,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary dges the most unexpected material and handles it in the most unexpected er .,Uncertain whether original or altered by a computer,3,bae,FALSE
2034,despite its title  punch-drunk love is fully heavy-handed . the jabs it employs are short  carefully placed and dead-center .,Very confident that it is altered by a computer,5,bae,FALSE
2035,it is thical not to be especially grateful for freedom after a film like this .,Probably altered by a computer,4,bae,FALSE
2036,everything's serious  poetic  earnest and -- sadly -- believable .,Probably written by a human with no computer alteration,2,bae,FALSE
2050,it uses an old-time formula  it's not terribly original and it's enough messy -- but you just have to love the big  stupid  glad movie my big fat greek wedding .,Probably altered by a computer,4,alzantot,FALSE
2051,preaches to two completely different choirs at the same time  which is a pretty incredible realisation .,Probably altered by a computer,4,textfooler,FALSE
2052,a family film that contains some hefty thematic material on time  death  eternity  and what is needed to live a rich and full life .,Probably written by a human with no computer alteration,2,orig,FALSE
2053,as conceived by mr . schaeffer  christopher and grace are little more than collections of quirky traits lifted from a screenwriter's outline and thrown at actors charged with the impossible task of making them jell .,Probably altered by a computer,4,orig,FALSE
2054,in my own very humble opinion  in praise of love lacks even the most fragmented charms i have found in almost all of his previous works .,Probably written by a human with no computer alteration,2,orig,FALSE
2055,i'm not suggesting that you actually see it  unless you're the kind of person who has seen every wim wenders film of the '70s .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2056,another trumpet blast that there may be a new mexican cinema a-bornin' .,Probably altered by a computer,4,orig,FALSE
2057,like a documentary version of fight club  shorn of social insight  intellectual pretension and cinematic interest .,Uncertain whether original or altered by a computer,3,orig,FALSE
2058,the film's darker moments become smoothed over by an overwhelming need to tender inspirational tidings  especially in the last few cloying moments .,Probably written by a human with no computer alteration,2,orig,FALSE
2059,guwranteed to move anyone who ever shook  rattled  or rolled .,Very confident that it is altered by a computer,5,pruthi,FALSE
2060,it's so deviod of joy and energy it makes even jason x . . . look positively shakesperean by comparison .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2061,all the well-meaningness in the world can't erase the fact that the believer feels lije a 12-step program for the jewish nazi .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2062,it's so goid that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2063,an ebergetic  violent movie with a momentum that never lets up .,Very confident that it is altered by a computer,5,pruthi,FALSE
2064,the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually noting to show .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2065,return to never land is much more p . c . than the original version ( no more racist portraits of indians  for instance )  but the excitement is mixssing .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2066,noir dan schneider and director shawn levy substitute volume and elemental colors for hilarious and bite .,Probably altered by a computer,4,alzantot,FALSE
2067,a broadly accomplished  lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2068,the santa clause 2 is a barely adequate babysitter for older kids  but i've get to give it thumbs down .,Probably altered by a computer,4,alzantot,FALSE
2069,kids don't mind crap movies as much as adults  provided there's lots of cute animals and clumsy people . 'snow dogs' has both .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2070,left me with the visceral sensation of homesickness  permanent traces of charlotte's web of desire and hopelessness .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2071,the filmmaking scarcely makes sensation  with its astonishing naïveté and wanton keepsakes .,Probably altered by a computer,4,alzantot,FALSE
2072,they retained much of the intrigue but threw the stuff that should make this a moving experience for people who haven't read the book .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2073,boasts eye-catching art direction but has a forcefully quirky tone that quickly porte out its limited welcome .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2074,it puts washington  as honest working man john q . archibald  on a pedestal  then possesses lifting the pedestal higher .,Probably altered by a computer,4,textfooler,FALSE
2075,i whole-heartedly recommend that everyone worm this movie-- for its historical significance alone .,Probably altered by a computer,4,textfooler,FALSE
2076,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary takes the most unexpected material and handles it in the most unexpected routed .,Very confident that it is altered by a computer,5,textfooler,FALSE
2077,despite its title  punch-drunk love is never heavy-handed . the jabs it employs are short  cautiously placed and dead-center .,Probably altered by a computer,4,textfooler,FALSE
2078,it is tricky not to be especially grateful for freedom after a film like this .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2079,everything's serious  poetic  earnest and -- sadly -- ghoulish .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2080,the tone shifts ibly from tense to celebratory to soppy .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2081,one key iator with these ardently christian storylines is that there is never any question of how things will turn out .,Very confident that it is altered by a computer,5,bae,FALSE
2082,there's no conversion effort  much of the writing is genuinely mulating and both stars are appealing enough to probably have a good shot at a hollywood career  if they want one .,Probably altered by a computer,4,bae,FALSE
2083,if routine action and jokes like this are your cup of tea  then pay your $8 and are ready for the big shear . this is one baaaaaaaaad movie .,Very confident that it is altered by a computer,5,bae,FALSE
2084,a strong first quarter  slightly less so second quarter  and thy second half .,Probably altered by a computer,4,bae,FALSE
2085,rodriguez . . . was ne to reproduce the special spark between the characters that made the first film such a delight .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2086,best cribed as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,Probably altered by a computer,4,bae,FALSE
2100,an inelegant combo of two unconnected undies that falls far short of the director's earlier works in terms of both thematic content and storytelling vigour .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2101,indicate mainly that south korean filmmaking can make undemanding action movies with all the alacrity of their hollywood counterparts .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2102,guaranteed to move anyone who ever shook  rattled  or rolled .,Probably written by a human with no computer alteration,2,orig,FALSE
2103,it's so devoid of joy and energy it makes even jason x . . . look positively shakesperean by comparison .,Probably written by a human with no computer alteration,2,orig,FALSE
2104,all the well-meaningness in the world can't erase the fact that the believer feels like a 12-step program for the jewish nazi .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2105,it's so good that you can practically see the hollywood 'suits' trying to put together the cast and filmmaking team for the all-too -inevitable american remake .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2106,an energetic  violent movie with a momentum that never lets up .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2107,the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .,Very confident that written by a human with no computer alteration,1,orig,FALSE
2108,return to never land is much more p . c . than the original version ( no more racist portraits of indians  for instance )  but the excitement is missing .,Probably altered by a computer,4,orig,FALSE
2109,screenwriter dan schneider and director shawn levy sunstitute volume and primary colors for humor and bite .,Very confident that it is altered by a computer,5,pruthi,FALSE
2110,a broadly played  lowrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2111,the santa clzuse 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down .,Probably altered by a computer,4,pruthi,FALSE
2112,kids don't mind cWrappy movies as much as adults  provided there's lots of cute animals and clumsy people . 'snow dogs' has both .,Probably altered by a computer,4,pruthi,FALSE
2113,left me with the visceral sensation of longing  laeting traces of charlotte's web of desire and desperation .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2114,the movie baerly makes sense  with its unbelievable naïveté and arbitrary flashbacks .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2115,they kept much of the plot but jwttisoned the stuff that would make this a moving experience for people who haven't read the book .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2116,boasts eye-catching art direction but has a powerfully quirky tone that swiftly wears out its restrained salutes .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2117,it evokes washington  as honest working man john q . archibald  on a pedestal  then keeps lifting the pedestal higher .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2118,i whole-heartedly recommend that everyone see this movie-- for its historical significance only .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2119,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary takes the most unexpected material and handfuls it in the most unexpected way .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2120,despite its title  punch-drunk love is never heavy-handed . the jabs it employs are shorted  carefully placed and dead-center .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2121,it is hard not to be especially glad for liberties after a movie like this .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2122,everything's serious  poetic  earnest and -- sadly -- pesky .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2123,the tone shifts strikingly from tense to celebratory to soppy .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2124,one key issue with these ardently christian storylines is that there is never any question of how things will turn out .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2125,there's no conversion effort  much of the writing is genuinely psychiatric and both stars are appealing enough to probably have a good shot at a hollywood career  if they want one .,Probably altered by a computer,4,textfooler,FALSE
2126,if everyday action and jokes like this are your cup of tea  then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .,Very confident that it is altered by a computer,5,textfooler,FALSE
2127,a strong first quarter  slightly less so second quarter  and milieu second half .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2128,rodriguez . . . was able to reproduce the special spark between the characters that made the first film such a delight .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2129,best adored as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2130,a umbling and well-contructed black comedy where the old adage  be careful what you wish for  is given a full workout .,Very confident that it is altered by a computer,5,bae,FALSE
2131,the title trapped turns out to be a right fair description of how you feel while you're watching this ultra-manipulative thriller .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2132,pascale bailly's rom-com provides Amélie's audrey tautou with another fabuleux destin -- i . e .  a ful spiritual quest .,Very confident that it is altered by a computer,5,bae,FALSE
2133,fresnadillo has something serious to say about the ities in which extravagant chance can distort our view and throw us off the path of good sense .,Very confident that it is altered by a computer,5,bae,FALSE
2134,the man . . . remains far more interesting than the man at hand .,Probably written by a human with no computer alteration,2,bae,FALSE
2135,an ntly garish showcase that diverges from anything remotely probing or penetrating .,Probably written by a human with no computer alteration,2,bae,FALSE
2136,the film  like jimmy's routines  z use a few good laughs .,Probably altered by a computer,4,bae,FALSE
2150,the piano teacher is the kind of cinema that prevents american audiences from ever wanting to see another foreign film .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2151,a nutshell of advice to the makers of the singles ward : celebrity cameos do not automatically gamble laughs . and neither do cliches  no matter how 'inside' they are .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2152,screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite .,Probably altered by a computer,4,orig,FALSE
2153,a broadly played  lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags .,Probably written by a human with no computer alteration,2,orig,FALSE
2154,the santa clause 2 is a barely adequate babysitter for older kids  but i've got to give it thumbs down .,Probably altered by a computer,4,orig,FALSE
2155,kids don't mind crappy movies as much as adults  provided there's lots of cute animals and clumsy people . 'snow dogs' has both .,Probably altered by a computer,4,orig,FALSE
2156,left me with the visceral sensation of longing  lasting traces of charlotte's web of desire and desperation .,Probably altered by a computer,4,orig,FALSE
2157,the movie barely makes sense  with its unbelievable naïveté and arbitrary flashbacks .,Probably written by a human with no computer alteration,2,orig,FALSE
2158,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book .,Probably written by a human with no computer alteration,2,orig,FALSE
2159,boasts eye-catching art direction but has a forcefully quirky tone that quickly weras out its limited welcome .,Probably altered by a computer,4,pruthi,FALSE
2160,it puts washington  as honest working man john q . archibald  on a pedestal  then keeps lifting the pecestal higher .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2161,i whole-heartedly recommend that everyone see this movie-- for its historical significance apone .,Very confident that it is altered by a computer,5,pruthi,FALSE
2162,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary takes the most unexpected material and handoes it in the most unexpected way .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2163,despite its title  punch-drunk love is never heavy-handed . the jabs it employs are short  carefully placed and dead-cfnter .,Very confident that it is altered by a computer,5,pruthi,FALSE
2164,it is hagrd not to be especially grateful for freedom after a film like this .,Probably altered by a computer,4,pruthi,FALSE
2165,everything's serious  poetic  earnest and -- sadly -- duol .,Very confident that it is altered by a computer,5,pruthi,FALSE
2166,the tone shifts brutally from taut to celebratory to soppy .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2167,one key question with these ardently christian storylines is that there is never any question of how things will turn out .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2168,there's no transforming effort  much of the writing is actually spiritual and both stars are tempting enough to probably have a good shot at a hollywood quarry  if they want one .,Very confident that it is altered by a computer,5,alzantot,FALSE
2169,if everyday action and jokes like this are your cup of tea  then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .,Very confident that it is altered by a computer,5,alzantot,FALSE
2170,a strong first quarter  slightly less so second quarter  and medium second half .,Probably altered by a computer,4,alzantot,FALSE
2171,rodriguez . . . was impossible to replicate the extraordinaire spark between the characters that made the first film such a pleasure .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2172,best adored as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do better elsewhere .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2173,a funny and well-contructed black pretension where the old adage  be careful what you wish for  is given a full workout .,Probably altered by a computer,4,textfooler,FALSE
2174,the titled trapped turns out to be a pretty fair description of how you feel while you're watching this ultra-manipulative thriller .,Probably altered by a computer,4,textfooler,FALSE
2175,pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e .  a trite spiritual quest .,Very confident that it is altered by a computer,5,textfooler,FALSE
2176,fresnadillo has something serious to say about the boulevards in which extravagant chance can distort our perspective and throw us off the path of good sense .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2177,the locale . . . remains far more interesting than the fairytales at hand .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2178,an breathlessly garish showcase that diverges from anything remotely probing or penetrating .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2179,the film  like jimmy's routines  could uso a few good laughs .,Very confident that it is altered by a computer,5,textfooler,FALSE
2180,spectators will indeed sit own before the screen  not screaming but yawning .,Probably written by a human with no computer alteration,2,bae,FALSE
2181,munch's genuine insight makes the film's occasional overindulgence lous .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2182,the most vocative adaptation of a classic text since roland joffé and demi moore's the scarlet letter .,Probably written by a human with no computer alteration,2,bae,FALSE
2183,peculative science fiction for grown-ups  with only a few false steps along the way .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2184,chamber of secrets will find a lot of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm  this is the opposite of a truly magical movie .,Very confident that written by a human with no computer alteration,1,bae,FALSE
2185,spinning a web of dazzling entertainment may be ducing it  but  spider-man  certainly bbled the goods .,Probably altered by a computer,4,bae,FALSE
2186,although sensitive to a fault  it's often ggy  with a surfeit of weighty revelations  flowery dialogue  and nostalgia for the past and roads not taken .,Probably written by a human with no computer alteration,2,bae,FALSE
2200,the film is a puzzling melange of tones and styles  one moment a romantic trifle and the next a turgid drama .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2201,it will mirth newcomers to the story and those who know it from bygone days .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2202,boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .,Probably written by a human with no computer alteration,2,orig,FALSE
2203,it puts washington  as honest working man john q . archibald  on a pedestal  then keeps lifting the pedestal higher .,Probably altered by a computer,4,orig,FALSE
2204,i whole-heartedly recommend that everyone see this movie-- for its historical significance alone .,Probably altered by a computer,4,orig,FALSE
2205,contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way  secretary takes the most unexpected material and handles it in the most unexpected way .,Probably altered by a computer,4,orig,FALSE
2206,despite its title  punch-drunk love is never heavy-handed . the jabs it employs are short  carefully placed and dead-center .,Probably written by a human with no computer alteration,2,orig,FALSE
2207,it is hard not to be especially grateful for freedom after a film like this .,Uncertain whether original or altered by a computer,3,orig,FALSE
2208,everything's serious  poetic  earnest and -- sadly -- dull .,Probably altered by a computer,4,orig,FALSE
2209,the tone shifts abuptly from tense to celebratory to soppy .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2210,one key problMem with these ardently christian storylines is that there is never any question of how things will turn out .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2211,there's no conversion effort  much of the writing is genuinely wutty and both stars are appealing enough to probably have a good shot at a hollywood career  if they want one .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
2212,if rojtine action and jokes like this are your cup of tea  then pay your $8 and get ready for the big shear . this is one baaaaaaaaad movie .,Very confident that it is altered by a computer,5,pruthi,FALSE
2213,a strong first quarter  slightly less so second quarter  and averave second half .,Very confident that it is altered by a computer,5,pruthi,FALSE
2214,rodriguez . . . was ujable to reproduce the special spark between the characters that made the first film such a delight .,Probably altered by a computer,4,pruthi,FALSE
2215,best enjoyed as a work of fiction inspired by real-life events . those seeking a definitive account of eisenstein's life would do btter elsewhere .,Probably written by a human with no computer alteration,2,pruthi,FALSE
2216,a comical and well-contructed black parody where the old adage  be careful what you wish for  is conferred a full workout .,Probably altered by a computer,4,alzantot,FALSE
2217,the title trapped turns out to be a pretty fair portrayal of how you feel while you're watching this ultra-manipulative thriller .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2218,pascale bailly's rom-com provides amélie's audrey tautou with another fabuleux destin -- i . e .  a trite spiritual quest .,Very confident that it is altered by a computer,5,alzantot,FALSE
2219,fresnadillo has nothing serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,Uncertain whether original or altered by a computer,3,alzantot,FALSE
2220,the locale . . . remains far more enthralling than the story at hand .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2221,an comically garish showcase that diverges from anything remotely probing or penetrating .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
2222,the film  like jimmy's routines  did use a few good laughs .,Probably written by a human with no computer alteration,2,alzantot,FALSE
2223,spectators will indeed sit open-mouthed before the screening  not screaming but yawning .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2224,munch's genuine foreboding makes the film's occasional overindulgence salvageable .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2225,the most outrageous adaptation of a classic text since roland joffé and demi moore's the scarlet letter .,Very confident that written by a human with no computer alteration,1,textfooler,FALSE
2226,cancerous science fiction for grown-ups  with only a few false steps along the way .,Uncertain whether original or altered by a computer,3,textfooler,FALSE
2227,chamber of secrets will find millions of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm  this is the contrary of a truly magical movie .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2228,spinning a web of dazzling amusement may be overstating it  but  spider-man  certainly donne the goods .,Probably written by a human with no computer alteration,2,textfooler,FALSE
2229,although sensitive to a malfunctions  it's often overwritten  with a surfeit of weighty revelations  flowery deliberation  and nostalgia for the past and roads not taken .,Probably written by a human with no computer alteration,2,textfooler,FALSE
